#Names are summarised from the indexes in Volume 1-3 as posted on archive.org and may have some typographical inaccuracies
#Links out are to Bill Thayer's transcribed registers at http://penelope.uchicago.edu/Thayer/E/Gazetteer/Places/America/United_States/Army/USMA/Cullums_Register/home.html where appropriate, and to the archive.org register volumes otherwise.

cullum_id	name	class
947	Metcalfe, John T	1838
948	Casey, Thomas	1838
949	Reeves, Isaac S, K	1838
950	Board, Buckner	1838
951	Blair, William B	1838
952	Ringgold, Thomas Lee	1838
953	Ketchum, James M	1838
954	Wayne, Henry C	1838
955	Pitkin, Lucius	1838
956	Shover, William H	1838
957	Barry, William F	1838
958	Haynes, Milton A	1838
959	Nichols, William A	1838
960	Fletcher, John C	1838
961	Chase, Leslie	1838
962	Easton, Langdon C	1838
963	McDowell, Irvin	1838
964	Jennings, Rowley S	1838
965	Austine, William	1838
966	Hardee, William J	1838
967	Merrill, Hamilton W	1838
968	Granger, Robert S	1838
969	Ransom, Owen P	1838
970	Mathews, John H	1838
971	Sibley, Henry H	1838
972	Johnson, Edward	1838
973	Arnold, Ripley A	1838
974	Freeman, Constant	1838
975	Reynolds, Alexander W	1838
976	Smith, Andrew J	1838
977	Hughes, Charles J	1838
978	Hulbert, William	1838
979	Cochran, Robert M	1838
980	McKinstry, Justus	1838
981	Mumford, Ferdinand S	1838
982	Stevenson, Carter L	1838
983	Graham, Richard H	1838
984	Ruff, Charles F	1838
985	Inge, Zebulon M, P	1838
986	Stevens, Isaac I	1839
987	Butler, Robert Q	1839
988	Halleck, Henry W	1839
989	Gilmer, Jeremy F	1839
990	Smith, Henry L	1839
991	Culbertson, Michael S	1839
992	Thom, George	1839
993	Callender, Franklin D	1839
994	Burton, Henry S	1839
995	Haskin, Joseph A	1839
996	Grafton, Henry D	1839
997	Rankin, James L	1839
998	Lawton, Alexander R	1839
999	Judd, Henry B	1839
1000	Allen, Lucius H	1839
1001	Ricketts, James B	1839
1002	Ord, Edward O, C	1839
1003	Boyd, Joseph B	1839
1004	Hunt, Henry J	1839
1005	Irvin, William	1839
1006	Smith, William S	1839
1007	Dawson, Samuel K	1839
1008	Gibson, Augustus A	1839
1009	Paine, Eleazer A	1839
1010	Barry, Garrett	1839
1011	Wickliffe, Charles	1839
1012	Hunton, Thomas	1839
1013	Gaither, Edgar B	1839
1014	Korn, William H	1839
1015	Canby, Edward R, S	1839
1016	Hill, John H	1839
1017	Hebert, Paul O	1840
1018	Kingsbury, Charles P	1840
1019	McNutt, John	1840
1020	Jones, William P	1840
1021	Gilham, William	1840
1022	Sherman, William T	1840
1023	Lancaster, Job R, H	1840
1024	Churchill, William H	1840
1025	Van Vliet, Stewart	1840
1026	McCown, John P	1840
1027	Clarke, Francis N	1840
1028	Thomas, George H	1840
1029	Ewell, Richard S	1840
1030	Martin, James G	1840
1031	Getty, George W	1840
1032	Field, Horace B	1840
1033	Whiting, Henry	1840
1034	Hays, William	1840
1035	Hamilton, Fowler	1840
1036	Tilden, Bryant P	1840
1037	Higgins, Thaddeus	1840
1038	Winship, Oscar F	1840
1039	Johnson, Bushrod R	1840
1040	Humber, Charles H	1840
1041	Caldwell, James N	1840
1042	Gardiner, John W, T	1840
1043	Campbell, Reuben P	1840
1044	Lugenbeel, Pinkney	1840
1045	Wardwell, Henry	1840
1046	Robertson, William	1840
1047	Steele, William	1840
1048	Maclay, Robert P	1840
1049	Shepherd, Oliver L	1840
1050	Wallen, Henry D	1840
1051	Carpenter, Stephen D	1840
1052	Folsom, Joseph L	1840
1053	Torrey, William G	1840
1054	Rogers, Daniel G	1840
1055	Johns, William B	1840
1056	Irwin, Douglass S	1840
1057	Jordan, Thomas	1840
1058	Bacon, John D	1840
1059	Tower, Zealous B	1841
1060	Wright, Horatio G	1841
1061	Harrison, Masillon	1841
1062	Stansbury, Smith	1841
1063	Whipple, Amiel W	1841
1064	Gorgas, Josiah	1841
1065	Rodman, Thomas J	1841
1066	Howe, Albion P	1841
1067	McDonald, Philip W	1841
1068	Ayers, George W	1841
1069	Lyon, Nathaniel	1841
1070	Irons, Joseph F	1841
1071	Jenkins, Leonidas	1841
1072	Love, John	1841
1073	Allen, Harvey A	1841
1074	Garesch, Julius P	1841
1075	Fremont, Sewall L	1841
1076	Anderson, Samuel S	1841
1077	Jones, Samuel	1841
1078	Fahnestock, Simon S	1841
1079	Hammond, Richard P	1841
1080	Plummer, Joseph B	1841
1081	Brannan, John M	1841
1082	Hamilton, Schuyler	1841
1083	Totten, James	1841
1084	Reynolds, John F	1841
1085	Garnett, Robert S	1841
1086	Parker, Robert B	1841
1087	Garnett, Richard B	1841
1088	Bacot, Richard H	1841
1089	Sears, Claudius W	1841
1090	Buell, Don Carlos	1841
1091	Burbank, John G	1841
1092	Sully, Alfred	1841
1093	Flint, Franklin F	1841
1094	Beardsley, John	1841
1095	Calhoun, Patrick	1841
1096	Richardson, Israel B	1841
1097	Jones, John M	1841
1098	Bowman, Andrew W	1841
1099	Murray, Edward	1841
1100	Page, Francis N	1841
1101	Nelson, Anderson D	1841
1102	Berry, Benjamin A	1841
1103	Darne, Alexander C, H	1841
1104	Brooks, William T, H	1841
1105	Kane, Elias K	1841
1106	Gantt, Levi	1841
1107	Rosecrants, Mortimer	1841
1108	Ernst, Rudolph F	1841
1109	Buford, Abraham	1841
1110	Morris, Charles F	1841
1111	Eustis, Henry L	1842
1112	Newton, John	1842
1113	Rains, George W	1842
1114	Kurtz, John D	1842
1115	Rosecrans, William S	1842
1116	Laidley, Theodore T, S	1842
1117	Alexander, Barton S	1842
1118	Smith, Gustavus W	1842
1119	Lovell, Mansfield	1842
1120	Benjamin, Calvin	1842
1121	Benton, James G	1842
1122	Stewart, Alexander P	1842
1123	Beckwith, Edward G	1842
1124	Whiting, Henry M	1842
1125	Bowen, Isaac	1842
1126	Smith, Martin L	1842
1127	Pope, John	1842
1128	Stewart, Joseph	1842
1129	Johnston, Richard W	1842
1130	Hillhouse, John	1842
1131	Gibson, David	1842
1132	Kilburn, Charles L	1842
1133	Williams, Seth	1842
1134	Doubleday, Abner	1842
1135	Brown, Hachaliah	1842
1136	Loeser, Lucien	1842
1137	Denman, Frederick J	1842
1138	Hill, Daniel H	1842
1139	Dana, Napoleon J, T	1842
1140	Norton, Allen H	1842
1141	Rust, Armistead T, M	1842
1142	McCalmont, John S	1842
1143	Noble, Patrick	1842
1144	Story, Henry C	1842
1145	Beaman, Jenks	1842
1146	Clark, John D	1842
1147	Kirkham, Ralph W	1842
1148	Hall, Cyrus	1842
1149	Sykes, George	1842
1150	Anderson, Richard H	1842
1151	Lay, George W	1842
1152	Schureman, James W	1842
1153	Mason, George T	1842
1154	Jordan, Charles D	1842
1155	Stanton, Henry W	1842
1156	Williamson, Andrew J	1842
1157	McLean, Eugene E	1842
1158	McLaws, Lafayette	1842
1159	Hammond, Thomas C	1842
1160	Baker, Charles T	1842
1161	Hayman, Samuel B	1842
1162	Van Dorn, Earl	1842
1163	Perry, Christopher R	1842
1164	Longstreet, James	1842
1165	Abert, James W	1842
1166	Handy, James O	1842
1167	Franklin, William B	1843
1168	Deshon, George	1843
1169	Brereton, Thomas J	1843
1170	Greland, John H	1843
1171	Raynolds, William F	1843
1172	Quinby, Isaac F	1843
1173	Ripley, Roswell S	1843
1174	Peck, John J	1843
1175	Johnstone, John P	1843
1176	Reynolds, Joseph J	1843
1177	Hardie, James A	1843
1178	Clarke, Henry F	1843
1179	Booker, Jacob J	1843
1180	French, Samuel G	1843
1181	Chadbourne, Theodore L	1843
1182	Augur, Christopher C	1843
1183	Gardner, Franklin	1843
1184	Stevens, George	1843
1185	Holloway, Edmunds B	1843
1186	Neill, Lewis	1843
1187	Grant, Ulysses S	1843
1188	Potter, Joseph H	1843
1189	Hazlitt, Robert	1843
1190	Howe, Edwin	1843
1191	Wood, Lafayette B	1843
1192	Hamilton, Charles S	1843
1193	Van Bokkelen, William K	1843
1194	Crozet, A, St Amand	1843
1195	Jarvis, Charles E	1843
1196	Steele, Frederick	1843
1197	Selden, Henry R	1843
1198	Ingalls, Rufus	1843
1199	Dent, Frederick T	1843
1200	McFerran, John C	1843
1201	Judah, Henry M	1843
1202	Elting, Norman	1843
1203	Couts, Cave J	1843
1204	Merchant, Charles G	1843
1205	McClelland, George C	1843
1206	Peck, William Guy	1844
1207	Whittlesey, Joseph H	1844
1208	Gill, Samuel	1844
1209	Frost, Daniel M	1844
1210	Eddy, Asher R	1844
1211	Thomas, Francis J	1844
1212	Pleasonton, Alfred	1844
1213	Curd, Thomas J	1844
1214	Cook, Augustus	1844
1215	Bicknell, John Y	1844
1216	Buckner, Simon Bolivar	1844
1217	Trevitt, John	1844
1218	Dilworth, Rankin	1844
1219	Strong, Erastus B	1844
1220	Burwell, William T	1844
1221	Read, William	1844
1222	Woods, James S	1844
1223	Hancock, Winfield S	1844
1224	Henry, James M, Lake	1844
1225	Hays, Alexander	1844
1226	Wainwright, Gearge	1844
1227	Schroeder, Henry B	1844
1228	Smith, Joseph P	1844
1229	Bibb, John J, C	1844
1230	Hawkins, George W	1844
1231	Whiting, William H, C	1845
1232	Hunt, Edward B	1845
1233	Hebert, Louis	1845
1234	Smith, William F	1845
1235	Wood, Thomas J	1845
1236	Rhett, Thomas G	1845
1237	Stone, Charles P	1845
1238	Porter, Fitz-John	1845
1239	Carlisle, Josiah H	1845
1240	Edwards, George	1845
1241	Coppee, Henry	1845
1242	Collins, Francis	1845
1243	Farry, Joseph F	1845
1244	Welch, Louis D	1845
1245	Andrews, George P	1845
1246	Weld, Thomas B, J	1845
1247	Hatch, John P	1845
1248	Richey, John A	1845
1249	Merrill, Henry	1845
1250	Farrelly, Patrick A	1845
1251	Lincoln, Abram B	1845
1252	Armstrong, Bezaleel W	1845
1253	Allen, William T	1845
1254	Snelling, James G, S	1845
1255	Smith, Edmund K	1845
1256	Montgomery, Thomas J	1845
1257	Davidson, John W	1845
1258	Ward, James N	1845
1259	Hawes, James M	1845
1260	Givens, Newton C	1845
1261	Radford, Richard C, W	1845
1262	Sacket, Delos B	1845
1263	Bee, Barnard E	1845
1264	Rhea, William	1845
1265	Granger, Gordon	1845
1266	Clitz, Henry B	1845
1267	Wood, William H	1845
1268	Russell, David A	1845
1269	McElvain, Joseph	1845
1270	Pitcher, Thomas G	1845
1271	Crittenden, William L	1845
1272	Stewart, C, Seaforth	1846
1273	McClellan, George B	1846
1274	Blunt, Charles E	1846
1275	Foster, John G	1846
1276	Hardcastle, Edmund L, F	1846
1277	Bryan, Francis T	1846
1278	Derby, George H	1846
1279	Reno, Jesse L	1846
1280	Wilson, Clarendon J, L	1846
1281	Whedbee, Thomas M	1846
1282	Hayes, Edmund	1846
1283	Boynton, Edward C	1846
1284	Couch, Darius N	1846
1285	Sears, Henry B	1846
1286	Dutton, William	1846
1287	Brown, John A	1846
1288	Jackson, Thomas J	1846
1289	Magilton, Albert L	1846
1290	Seymour, Truman	1846
1291	Minor, Colville J	1846
1292	Gilbert, Charles C	1846
1293	Simpson, Marcus D, L	1846
1294	Bacon, Rufus J	1846
1295	Shields, Hamilton L	1846
1296	Adams, John	1846
1297	Rush, Richard H	1846
1298	Ehninger, Henry A	1846
1299	Castor, Thomas F	1846
1300	Chapman, Orren	1846
1301	Rodgers, Alexander P	1846
1302	Taylor, Oliver H, P	1846
1303	Sturgis, Samuel D	1846
1304	Stoneman, George	1846
1305	Oakes, James	1846
1306	Smith, William D	1846
1307	Evans, George F	1846
1308	Maury, Dabney H	1846
1309	Palmer, Innis N	1846
1310	Stuart, James	1846
1311	Turnley, Parmenas T	1846
1312	Jones, David R	1846
1313	Gibbs, Alfred	1846
1314	Gordon, George H	1846
1315	Myers, Frederic	1846
1316	Jones, DeLancey Floyd	1846
1317	Wilkins, John D	1846
1318	Whistler, Joseph N, G	1846
1319	Easley, Thomas	1846
1320	Davis, Nelson H	1846
1321	McConnell, Thomas R	1846
1322	Stevenson, Matthew R	1846
1323	Humphreys, George S	1846
1324	Tyler, William H	1846
1325	Wilcox, Cadmus M	1846
1326	Gardner, William M	1846
1327	Russell, Edmund	1846
1328	Botts, Archibald B	1846
1329	Maxey, Samuel B	1846
1330	Pickett, George E	1846
1331	Symmes, John C	1847
1332	Hamilton, John	1847
1333	Woods, Joseph J	1847
1334	McAllister, Julian	1847
1335	Hazzard, George W	1847
1336	Van Buren, Daniel T	1847
1337	Chalfin, Samuel F	1847
1338	Willcox, Orlando B	1847
1339	Mason, John S	1847
1340	Patten, George	1847
1341	Dickerson, John H	1847
1342	Beltzhoover, Daniel M	1847
1343	Tillinghast, Otis H	1847
1344	Fry, James B	1847
1345	Hill, Ambrose P	1847
1346	Cook, Anson J	1847
1347	Gibson, Horatio G	1847
1348	Burnside, Ambrose E	1847
1349	Long, Richard H	1847
1350	Gibbon, John	1847
1351	Best, Clermont L	1847
1352	Ayers, Romeyn B	1847
1353	Griffin, Charles	1847
1354	Black, Henry M	1847
1355	Hendershott, Henry B	1847
1356	Moore, Tredwell	1847
1357	Neill, Thomas H	1847
1358	Burns, William W	1847
1359	Abbott, Edward F	1847
1360	Viele, Egbert Ludovickus	1847
1361	Street, Washington P	1847
1362	Harrison, Montgomery P	1847
1363	Hunt, Lewis C	1847
1364	Seward, Augustus H	1847
1365	Plympton, Peter W, L	1847
1366	DeRussy, John	1847
1367	Blake, Edward D	1847
1368	Heth, Henry	1847
1369	Trowbridge, William P	1848
1370	Donelson, Andrew J., Jr	1848
1371	Duane, James C	1848
1372	Stevens, Walter H	1848
1373	Williamson, Robert S	1848
1374	Roys, Rufus A	1848
1375	Michler, Nathaniel	1848
1376	Haynes, James M	1848
1377	Clark, Joseph C	1848
1378	Jones, William E	1848
1379	Tidball, John C	1848
1380	Gill, William G	1848
1381	Forsythe, Benjamin D	1848
1382	Rhett, Thomas S	1848
1383	Holmes, James	1848
1384	Buford, John	1848
1385	Walbridge, Truman K	1848
1386	Bryan, Edward B	1848
1387	Dodge, Richard I	1848
1388	Tallmadge, Grier	1848
1389	Slaughter, William A	1848
1390	Russell, Robert M	1848
1391	Tyler, Charles H	1848
1392	Booth, John C	1848
1393	Jackson, Thomas K	1848
1394	Paige, George H	1848
1395	McLean, Nathaniel H	1848
1396	Miller, A, Galbraith	1848
1397	Ogle, Charles H	1848
1398	Beall, William N, R	1848
1399	Paine, Ferdinand	1848
1400	Johns, Thomas D	1848
1401	Mechling, William T	1848
1402	Barber, George C	1848
1403	Huston, Daniel	1848
1404	Evans, N, George	1848
1405	Steuart, George H	1848
1406	Howland, George W	1848
1407	Gillmore, Quincy A	1849
1408	Parke, John G	1849
1409	Benet, Stephen V	1849
1410	Haines, Thomas J	1849
1411	Duncan, Johnson K	1849
1412	Silvey, William	1849
1413	DuBarry, Beekman	1849
1414	Perkins, Delavan D	1849
1415	Baird, Absalom	1849
1416	Nimmo, William A	1849
1417	Cogswell, Milton	1849
1418	Stockton, Edward D	1849
1419	Platt, Edward R	1849
1420	McKeever, Chauncey	1849
1421	Lewis, William H	1849
1422	Kellogg, John	1849
1423	Moore, John C	1849
1424	Saxton, Rufus	1849
1425	Wright, Thomas	1849
1426	DeLano, Horace F	1849
1427	McClure, Daniel	1849
1428	Hudson, Edward McK	1849
1429	Withers, John	1849
1430	Tevis, Washington C	1849
1431	Robertson, Beverly H	1849
1432	Tidball, Joseph L	1849
1433	Field, Charles W	1849
1434	Barton, Seth M	1849
1435	Green, Duff C	1849
1436	Johnson, Richard W	1849
1437	Holabird, Samuel B	1849
1438	Williams, Thomas G	1849
1439	Washington, Thornton A	1849
1440	Frazer, John W	1849
1441	Cumming, Alfred	1849
1442	English, Thomas C	1849
1443	McArthur, Joseph H	1849
1444	Roy, James P	1849
1445	Alvord, Charles B	1849
1446	Clark, Darius D	1849
1447	Marshall, Louis H	1849
1448	Reynolds, Samuel H	1849
1449	McIntosh, James	1849
1450	Prime, Frederick E	1850
1451	Warren, Gouverneur K	1850
1452	Crispin, Silas	1850
1453	Grover, Cuvier	1850
1454	Wyman, Powell T	1850
1455	Wheelock, Joseph H	1850
1456	Culbertson, Jacob	1850
1457	Mack, Oscar A	1850
1458	Dungan, Hugh E	1850
1459	Bowen, Achilles	1850
1460	Magruder, William T	1850
1461	Slemmer, Adam J	1850
1462	Arnold, Richard	1850
1463	Flewellen, James P	1850
1464	Walker, Lucius M	1850
1465	Mebane, John A	1850
1466	Long, Armistead L	1850
1467	Ransom, Robert	1850
1468	Carr, Eugene A	1850
1469	Carlin, William P	1850
1470	Beckwith, Amos	1850
1471	Winder, Charles S	1850
1472	Bates, Francis H	1850
1473	Holliday, Jonas P	1850
1474	Marshall, Elisha G	1850
1475	Pearce, N, Bartlett	1850
1476	Calhoun, William R	1850
1477	Johnston, Robert	1850
1478	Bingham, Thomas	1850
1479	Colcord, Austin N	1850
1480	Macfeely, Robert	1850
1481	Alley, John W	1850
1482	Cabell, William L	1850
1483	Wilson, James H	1850
1484	Bankhead, Henry C	1850
1485	Sargent, Alden	1850
1486	Cole, Robert G	1850
1487	Mouton, John J, A, A	1850
1488	Haile, Joseph T	1850
1489	Corley, James L	1850
1490	Searle, Zetus S	1850
1491	Maxwell, J, Edward	1850
1492	Follett, Frederick M	1850
1493	Stith, Donald C	1850
1494	Andrews, George L	1851
1495	Morton, James St C	1851
1496	Balch, George T	1851
1497	Welcker, William T	1851
1498	Piper, Alexander	1851
1499	Thompson, James	1851
1500	Huse, Caleb	1851
1501	Garrard, Kenner	1851
1502	Helm, Ben Hardin	1851
1503	Day, Edward H	1851
1504	Gillem, Alvan C	1851
1505	Root, DeWitt N	1851
1506	Perry, Alexander J	1851
1507	Moore, Isaiah N	1851
1508	Edwards, John	1851
1509	Molinard, Albert J, S	1851
1510	Maynadier, Henry E	1851
1511	Bell, David	1851
1512	Williams, Robert	1851
1513	Mendenhall, John	1851
1514	Parks, Martin P., Jr	1851
1515	Ransom, Hyatt C	1851
1516	McRae, Alexander	1851
1517	Norris, Charles E	1851
1518	Chapin, Gurden	1851
1519	Kelton, John C	1851
1520	Morris, William H	1851
1521	Curtiss, James	1851
1522	Patterson, Robert E	1851
1523	Amory, Thomas J, C	1851
1524	Whipple, William D	1851
1525	Hodges, Henry C	1851
1526	Daniel, Junius	1851
1527	Jones, Roger	1851
1528	Bond, Adolphus F	1851
1529	Smith, Melancthon	1851
1530	Palfrey, Edward A	1851
1531	Shaaff, John T	1851
1532	Witter, Henry F	1851
1533	Tilford, Joseph G	1851
1534	Greene, James B	1851
1535	Baker, Lawrence S	1851
1536	Casey, Thomas Lincoln	1852
1537	Alexander, Newton F	1852
1538	Mendell, George H	1852
1539	Rose, George W	1852
1540	Ives, Joseph C	1852
1541	Todd, John W	1852
1542	Slocum, Henry W	1852
1543	Van Voast, James	1852
1544	Stanley, David S	1852
1545	Anderson, George B	1852
1546	Bonaparte, Jerome N	1852
1547	Veuve, Henry de	1852
1548	Robinson, James W	1852
1549	Hascall, Milo S	1852
1550	Mullan, John	1852
1551	Mowry, Sylvester	1852
1552	Cosby, George B	1852
1553	Thomas, Robert B	1852
1554	Hartsuff, George L	1852
1555	Woods, Charles R	1852
1556	Davis, Matthew L	1852
1557	Forney, John H	1852
1558	Polk, Marshall T	1852
1559	Swaine, Peter T	1852
1560	Rundell, Charles H	1852
1561	Evans, Andrew W	1852
1562	O'Connell, John D	1852
1563	Nugen, John	1852
1564	Fleming, Hugh B	1852
1565	McCook, Alexander McD	1852
1566	Douglass, Henry	1852
1567	Myers, William	1852
1568	Stockton, Philip	1852
1569	Williams, George A	1852
1570	Kautz, August V	1852
1571	Williams, Lawrence A	1852
1572	Kellogg, Lyman M	1852
1573	Crook, George	1852
1574	Bagby, Arthur P	1852
1575	Hawkins, John P	1852
1576	Phillips, Edwin D	1852
1577	Bonneau, Richard V	1852
1578	Garber, Hezekiah H	1852
1579	McPherson, James B	1853
1580	Craighill, William P	1853
1581	Sill, Joshua W	1853
1582	Boggs, William R	1853
1583	Shunk, Francis J	1853
1584	Smith, William S	1853
1585	Schofield, John M	1853
1586	Blunt, Matthew M	1853
1587	Hight, Thomas	1853
1588	Bissell, George R	1853
1589	Vincent, Thomas M	1853
1590	Symonds, Henry C	1853
1591	Bowen, John S	1853
1592	Bell, George	1853
1593	Burns, James D	1853
1594	Terrill, William R	1853
1595	Pelouze, Louis H	1853
1596	Solomon, Owen F	1853
1597	Livingston, LaRhett L	1853
1598	Duryea, Richard C	1853
1599	Chandler, John G	1853
1600	Tyler, Robert O	1853
1601	Jenkins, Walworth	1853
1602	Sweitzer, N, Bowman	1853
1603	White, James L	1853
1604	Allston, Benjamin	1853
1605	Chamberlain, Benjamin F	1853
1606	Edson, John H	1853
1607	Wilson, Thomas	1853
1608	Lowe, William W	1853
1609	Chambliss, John R	1853
1610	Dye, William McE	1853
1611	Davidson, Henry B	1853
1612	Sheridan, Philip H	1853
1613	Webb, William A	1853
1614	Grattan, John L	1853
1615	Otis, Elmer	1853
1616	Latimer, Alfred E	1853
1617	Smith, Benjamin F	1853
1618	Higgins, Silas P	1853
1619	Walker, Henry H	1853
1620	Jones, Edmund C	1853
1621	Chambers, Alexander	1853
1622	Hood, John B	1853
1623	Smith, James A	1853
1624	Hunter, Robert F	1853
1625	Jones, Thomas M	1853
1626	Plummer, Augustus H	1853
1627	McIntyre, James B	1853
1628	Rich, Lucius L	1853
1629	Ross, Reuben R	1853
1630	Craig, William	1853
1631	Lee, George Washington Custis	1854
1632	Abbot, Henry L	1854
1633	Ruger, Thomas H	1854
1634	Howard, Oliver O	1854
1635	Treadwell, Thomas J	1854
1636	Turnbull, Charles N	1854
1637	Deshler, James	1854
1638	Closson, Henry W	1854
1639	Bingham, Judson D	1854
1640	Pegram, John	1854
1641	Rogers, Charles G	1854
1642	Wright, Thomas J	1854
1643	Stuart, James E, B	1854
1644	Grade, Archibald	1854
1645	Smead, John R	1854
1646	Morgan, Michael Ryan	1854
1647	Lee, Stephen D	1854
1648	Carr, Milton T	1854
1649	Pender, William D	1854
1650	Langdon, Loomis L	1854
1651	Greble, John T	1854
1652	Villepigue, John B	1854
1653	Smalley, Henry A	1854
1654	Kinsey, Samuel	1854
1655	Smead, Ahner	1854
1656	Greene, Oliver D	1854
1657	Weed, Stephen H	1854
1658	Townsend, E, Franklin	1854
1659	Chapman, Alfred B	1854
1660	Gordon, George A	1854
1661	Long, John	1854
1662	Davis, Benjamin F	1854
1663	Wright, James	1854
1664	Palmer, Waterman	1854
1665	Hancock, David P	1854
1666	Shepperd, Samuel T	1854
1667	Davant, William M	1854
1668	Sawtelle, Charles G	1854
1669	Wade, Levi L	1854
1670	Mercer, John T	1854
1671	Bliss, Zenas R	1854
1672	O'Connor, Edgar	1854
1673	Mullins, John	1854
1674	Brotherton, David H	1854
1675	Randal, Horace	1854
1676	McCleary, John	1854
1677	Comstock, Cyrus B	1855
1678	Weitzel, Godfrey	1855
1679	Van Camp, Cornelius	1855
1680	Elliot, George H	1855
1681	Wheeler, Junius B	1855
1682	Gay, Ebenezer	1855
1683	Breck, Samuel	1855
1684	Gregg, David McM	1855
1685	Childs, Frederick L	1855
1686	DuBois, John V, D	1855
1687	Small, Michael P	1855
1688	Nicholls, Francis R, T	1855
1689	Webb, Alexander S	1855
1690	Turner, John W	1855
1691	Shoup, Francis A	1855
1692	Church, John R	1855
1693	Colburn, Albert V	1855
1694	Wheeler, James	1855
1695	Ruggles, George D	1855
1696	Merrill, Lewis	1855
1697	Torbert, Alfred T, A	1855
1698	Thomas, Charles W	1855
1699	Hill, James H	1855
1700	Hartz, Edward L	1855
1701	Bennett, Clarence E	1855
1702	Averell, William W	1855
1703	Bryan, Timothy M	1855
1704	Hazen, William B	1855
1705	Freedley, Henry W	1855
1706	Lazelle, Henry M	1855
1707	Pease, William R	1855
1708	Allen, Jesse K	1855
1709	Hill, Robert C	1855
1710	Dick, George McGunnegle	1855
1711	Snyder, George W	1856
1712	Houston, David C	1856
1713	McAlester, Miles D	1856
1714	Lee, Charles C	1856
1715	DeHart, Henry V	1856
1716	Poe, Orlando M	1856
1717	Tipton, John	1856
1718	Hascall, Herbert A	1856
1719	Porter, A, Parker	1856
1720	Vinton, Francis L	1856
1721	Bayard, George D	1856
1722	Sullivan, Thomas C	1856
1723	Barriger, John W	1856
1724	Lorain, Lorenzo	1856
1725	Bennett, John	1856
1726	Owens, Wesley	1856
1727	Bailey, Guilford D	1856
1728	Shinn, John B	1856
1729	Lyon, Hylan B	1856
1730	Bainbridge, Edmund C	1856
1731	Lomax, Lunsford L	1856
1732	Lodor, Richard	1856
1733	Major, James P	1856
1734	Gilman, Jeremiah H	1856
1735	Miller, Thomas E	1856
1736	Stivers, Charles B	1856
1737	Gaston, William	1856
1738	Forsyth, James W	1856
1739	Walker, Thomas W	1856
1740	Jackson, George	1856
1741	Taylor, Joseph H	1856
1742	Ritter, John F	1856
1743	Mizner, John K	1856
1744	Armistead, Frank S	1856
1745	Biggs, Herman	1856
1746	Gentry, William T	1856
1747	Alexander, James B, S	1856
1748	Jackson, William H	1856
1749	McLemore, Owen K	1856
1750	Lord, Richard S C	1856
1751	Sanders, William P	1856
1752	McMillan, James	1856
1753	Hughes, William B	1856
1754	Carroll, Samuel S	1856
1755	Lee, Fitzhugh	1856
1756	Hildt, J, McLean	1856
1757	Ives, Brayton C	1856
1758	Enos, Herbert M	1856
1759	Cunningham, Arthur S	1856
1760	Palfrey, John C	1857
1761	Meade, Richard K	1857
1762	Alexander, E, Porter	1857
1763	Robert, Henry M	1857
1764	Strong, George C	1857
1765	Smith, J, L, Kirby	1857
1766	Baylor, Thomas G	1857
1767	Putnam, Haldimand S	1857
1768	Smith, William P	1857
1769	Kensel, George A	1857
1770	Berry, Thomas J	1857
1771	Morgan, Charles H	1857
1772	Fish, Oliver H	1857
1773	Wildrick, Abram C	1857
1774	Walker, Charles J	1857
1775	Beach, Francis	1857
1776	Sinclair, William	1857
1777	Robinson, Augustus G	1857
1778	Ferguson, Samuel W	1857
1779	Reno, Marcus A	1857
1780	Warner, Edward R	1857
1781	Kimmel, Manning M	1857
1782	Weeks, George H	1857
1783	Magruder, John T	1857
1784	Cunningham, George A	1857
1785	McNeill, Henry C	1857
1786	Claflin, Ira W	1857
1787	Cone, Aurelius F	1857
1788	Quattlebaum, Paul J	1857
1789	Marmaduke, John S	1857
1790	Holt, George W	1857
1791	Conrad, Joseph S	1857
1792	Conner, Edward J	1857
1793	Ryan, George	1857
1794	Anderson, Robert H	1857
1795	Farrand, Charles E	1857
1796	Lee, Thomas J	1857
1797	Peck, Lafayette	1857
1798	Paine, William C	1858
1799	White, Moses J	1858
1800	Dixon, Joseph	1858
1801	Echols, William H	1858
1802	Saunders, John S	1858
1803	Hallonquist, James H	1858
1804	Tannatt, Thomas R	1858
1805	Miller, Marcus P	1858
1806	Ingraham, Charles H	1858
1807	Napier, Leroy	1858
1808	Williams, Solomon	1858
1809	Brewer, Richard H	1858
1810	McKee, Samuel	1858
1811	Van Horn, James J	1858
1812	Jackson, Andrew	1858
1813	Harker, Charles G	1858
1814	Reed, Sardine P	1858
1815	Frank, Royal T	1858
1816	Cressey, Edward P	1858
1817	Carey, Asa B	1858
1818	Bell, William H	1858
1819	Thomas, Bryan M	1858
1820	Nicodemus, William J, L	1858
1821	Gooding, Oliver P	1858
1822	Robinson, William G	1858
1823	Bascom, George N	1858
1824	Jesup, Charles E	1858
1825	Merrill, William E	1859
1826	Lockett, Samuel H	1859
1827	Collins, Charles R	1859
1828	Reese, Chauncey B	1859
1829	Wagner, Orlando G	1859
1830	Beckham, Robert F	1859
1831	Wright, Moses H	1859
1832	Bush, Edward G	1859
1833	Guenther, Francis L	1859
1834	Carling, Elias B	1859
1835	Hardin, Martin D	1859
1836	Baker, Eugene M	1859
1837	Hall, Norman J	1859
1838	Stone, Roderic	1859
